Date,High,,,,,
2/23/18,"2,747.76",,,,,
2/26/18,"2,780.64",,,,,
2/27/18,"2,789.15",,,,,
2/28/18,"2,761.52",,,,,
3/1/18,"2,730.89",,,,,
3/2/18,"2,696.25",,,,,
3/5/18,"2,728.09",,,,,
3/6/18,"2,732.08",,,,,
3/7/18,"2,730.60",,,,,
3/8/18,"2,740.45",,,,,
3/9/18,"2,786.57",,,,,
3/12/18,"2,796.98",,,,,
3/13/18,"2,801.90",,,,,
3/14/18,"2,777.11",,,,,
3/15/18,"2,763.03",,,,,
3/16/18,"2,761.85",,,,,
3/19/18,"2,741.38",,,,,
3/20/18,"2,724.22",,,,,
3/21/18,"2,739.14",,,,,
3/22/18,"2,695.68",,,,,
3/23/18,"2,657.67",,,,,
3/26/18,"2,661.36",,,,,
3/27/18,"2,674.78",,,,,
3/28/18,"2,632.65",,,,,
3/29/18,"2,659.07",,,,,
4/2/18,"2,638.30",,,,,
4/3/18,"2,619.14",,,,,
4/4/18,"2,649.86",,,,,
4/5/18,"2,672.08",,,,,
4/6/18,"2,656.88",,,,,
4/9/18,"2,653.55",,,,,
4/10/18,"2,665.45",,,,,
4/11/18,"2,661.43",,,,,
4/12/18,"2,674.72",,,,,
4/13/18,"2,680.26",,,,,
4/16/18,"2,686.49",,,,,
4/17/18,"2,713.34",,,,,
4/18/18,"2,717.49",,,,,
4/19/18,"2,702.84",,,,,
4/20/18,"2,693.94",,,,,
4/23/18,"2,682.86",,,,,
4/24/18,"2,683.55",,,,,
4/25/18,"2,645.30",,,,,
4/26/18,"2,676.48",,,,,
4/27/18,"2,677.35",,,,,
4/30/18,"2,682.92",,,,,
5/1/18,"2,655.27",,,,,
5/2/18,"2,660.87",,,,,
5/3/18,"2,637.14",,,,,
5/4/18,"2,670.93",,,,,
5/7/18,"2,683.35",,,,,
5/8/18,"2,676.34",,,,,
5/9/18,"2,701.27",,,,,
5/10/18,"2,726.11",,,,,
5/11/18,"2,732.86",,,,,
5/14/18,"2,742.10",,,,,
5/15/18,"2,718.59",,,,,
5/16/18,"2,727.76",,,,,
5/17/18,"2,731.96",,,,,
5/18/18,"2,719.50",,,,,
5/21/18,"2,739.19",,,,,
5/22/18,"2,742.24",,,,,
5/23/18,"2,733.33",,,,,
5/24/18,"2,731.97",,,,,
5/25/18,"2,727.36",,,,,
5/29/18,"2,710.67",,,,,
5/30/18,"2,729.34",,,,,
5/31/18,"2,722.50",,,,,
6/1/18,"2,736.93",,,,,
6/4/18,"2,749.16",,,,,
6/5/18,"2,752.61",,,,,
6/6/18,"2,772.39",,,,,
6/7/18,"2,779.90",,,,,
6/8/18,"2,779.39",,,,,
6/11/18,"2,790.21",,,,,
6/12/18,"2,789.80",,,,,
6/13/18,"2,791.47",,,,,
6/14/18,"2,789.06",,,,,
6/15/18,"2,782.81",,,,,
6/18/18,"2,774.99",,,,,
6/19/18,"2,765.05",,,,,
6/20/18,"2,774.86",,,,,
6/21/18,"2,769.28",,,,,
6/22/18,"2,764.17",,,,,
6/25/18,"2,742.94",,,,,
6/26/18,"2,732.91",,,,,
6/27/18,"2,746.09",,,,,
6/28/18,"2,724.34",,,,,
6/29/18,"2,743.26",,,,,
7/2/18,"2,727.26",,,,,
7/3/18,"2,736.58",,,,,
7/5/18,"2,737.83",,,,,
7/6/18,"2,764.41",,,,,
7/9/18,"2,784.65",,,,,
7/10/18,"2,795.58",,,,,
7/11/18,"2,785.91",,,,,
7/12/18,"2,799.22",,,,,
7/13/18,"2,804.53",,,,,
7/16/18,"2,803.71",,,,,
7/17/18,"2,814.19",,,,,
7/18/18,"2,816.76",,,,,
7/19/18,"2,812.05",,,,,
7/20/18,"2,809.70",,,,,
7/23/18,"2,808.61",,,,,
7/24/18,"2,829.99",,,,,
7/25/18,"2,848.03",,,,,
7/26/18,"2,845.57",,,,,
7/27/18,"2,843.17",,,,,
7/30/18,"2,821.74",,,,,
7/31/18,"2,824.46",,,,,
8/1/18,"2,825.83",,,,,
8/2/18,"2,829.91",,,,,
8/3/18,"2,840.38",,,,,
8/6/18,"2,853.29",,,,,
8/7/18,"2,863.43",,,,,
8/8/18,"2,862.44",,,,,
8/9/18,"2,862.48",,,,,
8/10/18,"2,842.20",,,,,
8/13/18,"2,843.40",,,,,
8/14/18,"2,843.11",,,,,
8/15/18,"2,827.95",,,,,
8/16/18,"2,850.49",,,,,
8/17/18,"2,855.63",,,,,
8/20/18,"2,859.76",,,,,
8/21/18,"2,873.23",,,,,
8/22/18,"2,867.54",,,,,
8/23/18,"2,868.78",,,,,
8/24/18,"2,876.16",,,,,
8/27/18,"2,898.25",,,,,
8/28/18,"2,903.77",,,,,
8/29/18,"2,916.50",,,,,
8/30/18,"2,912.46",,,,,
8/31/18,"2,906.32",,,,,
9/4/18,"2,900.18",,,,,
9/5/18,"2,894.21",,,,,
9/6/18,"2,892.05",,,,,
9/7/18,"2,883.81",,,,,
9/10/18,"2,886.93",,,,,
9/11/18,"2,892.52",,,,,
9/12/18,"2,894.65",,,,,
9/13/18,"2,906.76",,,,,
9/14/18,"2,908.30",,,,,
9/17/18,"2,904.65",,,,,
9/18/18,"2,911.17",,,,,
9/19/18,"2,912.36",,,,,
9/20/18,"2,934.80",,,,,
9/21/18,"2,940.91",,,,,
9/24/18,"2,923.79",,,,,
9/25/18,"2,923.95",,,,,
9/26/18,"2,931.15",,,,,
9/27/18,"2,927.22",,,,,
9/28/18,"2,920.53",,,,,
10/1/18,"2,937.06",,,,,
10/2/18,"2,931.42",,,,,
10/3/18,"2,939.86",,,,,
10/4/18,"2,919.78",,,,,
10/5/18,"2,909.64",,,,,
10/8/18,"2,889.45",,,,,
10/9/18,"2,894.83",,,,,
10/10/18,"2,874.02",,,,,
10/11/18,"2,795.14",,,,,
10/12/18,"2,775.77",,,,,
10/15/18,"2,775.99",,,,,
10/16/18,"2,813.46",,,,,
10/17/18,"2,816.94",,,,,
10/18/18,"2,806.04",,,,,
10/19/18,"2,797.77",,,,,
10/22/18,"2,778.94",,,,,
10/23/18,"2,753.59",,,,,
10/24/18,"2,742.59",,,,,
10/25/18,"2,722.70",,,,,
10/26/18,"2,692.38",,,,,
10/29/18,"2,706.85",,,,,
10/30/18,"2,685.43",,,,,
10/31/18,"2,736.69",,,,,
11/1/18,"2,741.67",,,,,
11/2/18,"2,756.55",,,,,
11/5/18,"2,744.27",,,,,
11/6/18,"2,756.82",,,,,
11/7/18,"2,815.15",,,,,
11/8/18,"2,814.75",,,,,
11/9/18,"2,794.10",,,,,
11/12/18,"2,775.99",,,,,
11/13/18,"2,754.60",,,,,
11/14/18,"2,746.80",,,,,
11/15/18,"2,735.38",,,,,
11/16/18,"2,746.75",,,,,
11/19/18,"2,733.16",,,,,
11/20/18,"2,669.44",,,,,
11/21/18,"2,670.73",,,,,
11/23/18,"2,647.55",,,,,
11/26/18,"2,674.35",,,,,
11/27/18,"2,682.53",,,,,
11/28/18,"2,744.00",,,,,
11/29/18,"2,753.75",,,,,
11/30/18,"2,760.88",,,,,
12/3/18,"2,800.18",,,,,
12/4/18,"2,785.93",,,,,
12/6/18,"2,696.15",,,,,
12/7/18,"2,708.54",,,,,
12/10/18,"2,647.51",,,,,
12/11/18,"2,674.35",,,,,
12/12/18,"2,685.44",,,,,
12/13/18,"2,670.19",,,,,
12/14/18,"2,635.07",,,,,
12/17/18,"2,601.13",,,,,
12/18/18,"2,573.99",,,,,
12/19/18,"2,585.29",,,,,
12/20/18,"2,509.63",,,,,
12/21/18,"2,504.41",,,,,
12/24/18,"2,410.34",,,,,
12/26/18,"2,467.76",,,,,
12/27/18,"2,489.10",,,,,
12/28/18,"2,520.27",,,,,
12/31/18,"2,509.24",,,,,
1/2/19,"2,519.49",,,,,
1/3/19,"2,493.14",,,,,
1/4/19,"2,538.07",,,,,
1/7/19,"2,566.16",,,,,
1/8/19,"2,579.82",,,,,
1/9/19,"2,595.32",,,,,
1/10/19,"2,597.82",,,,,
1/11/19,"2,596.27",,,,,
1/14/19,"2,589.32",,,,,
1/15/19,"2,613.08",,,,,
1/16/19,"2,625.76",,,,,
1/17/19,"2,645.06",,,,,
1/18/19,"2,675.47",,,,,
1/22/19,"2,657.88",,,,,
1/23/19,"2,653.19",,,,,
1/24/19,"2,647.20",,,,,
1/25/19,"2,672.38",,,,,
1/28/19,"2,644.97",,,,,
1/29/19,"2,650.93",,,,,
1/30/19,"2,690.44",,,,,
1/31/19,"2,708.95",,,,,
2/1/19,"2,716.66",,,,,
2/4/19,"2,724.99",,,,,
2/5/19,"2,738.98",,,,,
2/6/19,"2,738.08",,,,,
2/7/19,"2,719.32",,,,,
2/8/19,"2,708.07",,,,,
2/11/19,"2,718.05",,,,,
2/12/19,"2,748.19",,,,,
2/13/19,"2,761.85",,,,,
2/14/19,"2,757.90",,,,,
2/15/19,"2,775.66",,,,,
2/19/19,"2,787.33",,,,,
2/20/19,"2,789.88",,,,,
2/21/19,"2,781.58",,,,,
2/22/19,"2,794.20",,,,,
2/25/19,"2,813.49",,,,,
2/26/19,"2,803.12",,,,,
2/27/19,"2,795.76",,,,,
2/28/19,"2,793.73",,,,,
3/1/19,"2,808.02",,,,,
3/4/19,"2,816.88",,,,,
3/5/19,"2,796.44",,,,,
3/6/19,"2,790.27",,,,,
3/7/19,"2,767.25",,,,,
3/8/19,"2,744.13",,,,,
3/11/19,"2,784.00",,,,,
3/12/19,"2,798.32",,,,,
3/13/19,"2,821.24",,,,,
3/14/19,"2,815.00",,,,,
3/15/19,"2,830.73",,,,,
3/18/19,"2,835.41",,,,,
3/19/19,"2,852.42",,,,,
3/20/19,"2,843.54",,,,,
3/21/19,"2,860.31",,,,,
3/22/19,"2,846.16",,,,,
3/25/19,"2,809.79",,,,,
3/26/19,"2,829.87",,,,,
3/27/19,"2,825.56",,,,,
3/28/19,"2,819.71",,,,,
3/29/19,"2,836.03",,,,,
4/1/19,"2,869.40",,,,,
4/2/19,"2,872.90",,,,,
4/3/19,"2,885.25",,,,,
4/4/19,"2,881.28",,,,,
4/5/19,"2,893.24",,,,,
4/8/19,"2,895.95",,,,,
4/9/19,"2,886.88",,,,,
4/10/19,"2,889.71",,,,,
4/11/19,"2,893.42",,,,,
4/12/19,"2,910.54",,,,,
4/15/19,"2,909.60",,,,,
4/16/19,"2,916.06",,,,,
4/17/19,"2,918.00",,,,,
4/18/19,"2,908.40",,,,,
4/22/19,"2,909.51",,,,,
4/23/19,"2,936.31",,,,,
4/24/19,"2,936.83",,,,,
4/25/19,"2,933.10",,,,,
4/26/19,"2,939.88",,,,,
4/29/19,"2,949.52",,,,,
4/30/19,"2,948.22",,,,,
5/1/19,"2,954.13",,,,,
5/2/19,"2,931.68",,,,,
5/3/19,"2,947.85",,,,,
5/6/19,"2,937.32",,,,,
5/7/19,"2,913.03",,,,,
5/8/19,"2,897.96",,,,,
5/9/19,"2,875.97",,,,,
5/10/19,"2,891.31",,,,,
5/13/19,"2,840.19",,,,,
5/14/19,"2,852.54",,,,,
5/15/19,"2,858.68",,,,,
5/16/19,"2,892.15",,,,,
5/17/19,"2,885.48",,,,,
5/20/19,"2,853.86",,,,,
5/21/19,"2,868.88",,,,,
5/22/19,"2,865.47",,,,,
5/23/19,"2,836.70",,,,,
5/24/19,"2,841.36",,,,,
5/28/19,"2,840.51",,,,,
5/29/19,"2,792.03",,,,,
5/30/19,"2,799.00",,,,,
5/31/19,"2,768.98",,,,,
6/3/19,"2,763.07",,,,,
6/4/19,"2,804.49",,,,,
6/5/19,"2,827.28",,,,,
6/6/19,"2,852.10",,,,,
6/7/19,"2,884.97",,,,,
6/10/19,"2,904.77",,,,,
6/11/19,"2,910.61",,,,,
6/12/19,"2,888.57",,,,,
6/13/19,"2,895.24",,,,,
6/14/19,"2,894.45",,,,,
6/17/19,"2,897.27",,,,,
6/18/19,"2,930.79",,,,,
6/19/19,"2,931.74",,,,,
6/20/19,"2,958.06",,,,,
6/21/19,"2,964.15",,,,,
6/24/19,"2,954.92",,,,,
6/25/19,"2,946.52",,,,,
6/26/19,"2,932.59",,,,,
6/27/19,"2,929.30",,,,,
6/28/19,"2,943.98",,,,,
7/1/19,"2,977.93",,,,,
